Author-Paper Id,Author,Title,Year,Citations
OBAePKYAAAAJ:HDshCWvjkbEC,Scott B. MacKenzie,Sources/Causes of Common Method Bias in Social Science Research and Recommendations on How toControl It,2012,13265
OBAePKYAAAAJ:u-x6o8ySG0sC,Scott B. MacKenzie,Organizational citizenship behaviors: A critical review of the theoretical and empirical literature and suggestions for future research,2000,10534
OBAePKYAAAAJ:d1gkVwhDpl0C,Scott B. MacKenzie,"Transformational leader behaviors and their effects on followers' trust in leader, satisfaction, and organizational citizenship behaviors",1990,10146
OBAePKYAAAAJ:9yKSN-GCB0IC,Scott B. MacKenzie,A critical review of construct indicators and measurement model misspecification in marketing and consumer research,2003,8045
OBAePKYAAAAJ:eQOLeE2rZwMC,Scott B. MacKenzie,"Organizational citizenship behavior: Its nature, antecedents, and consequences",2006,5574
OBAePKYAAAAJ:qjMakFHDy7sC,Scott B. MacKenzie,The role of attitude toward the ad as a mediator of advertising effectiveness: A test of competing explanations,1986,4421
OBAePKYAAAAJ:UeHWp8X0CEIC,Scott B. MacKenzie,An empirical examination of the structural antecedents of attitude toward the ad in an advertising pretesting context,1989,4398
OBAePKYAAAAJ:2osOgNQ5qMEC,Scott B. MacKenzie,A reexamination of the determinants of consumer satisfaction,1996,3915
OBAePKYAAAAJ:hC7cP41nSMkC,Scott B. MacKenzie,Construct measurement and validation procedures in MIS and behavioral research: Integrating new and existing techniques,2011,3587
0mVXoxYAAAAJ:SdhP9T11ey4C,DAvid Aaker,Managing brand equity: Capitalizing on the value of a brand name,1991,28277
0mVXoxYAAAAJ:2tRrZ1ZAMYUC,DAvid Aaker,Building strong brands,2012,18745
0mVXoxYAAAAJ:SIv7DqKytYAC,DAvid Aaker,Making sense of qualitative data: Complementary research strategies.,1996,12532
0mVXoxYAAAAJ:nZcligLrVowC,DAvid Aaker,Measuring brand equity across products and markets.,1996,8556
0mVXoxYAAAAJ:cWzG1nlazyYC,DAvid Aaker,Marketing research,2008,7580
0mVXoxYAAAAJ:dshw04ExmUIC,DAvid Aaker,Consumer evaluations of brand extensions,1990,6755
0mVXoxYAAAAJ:UmS_249rOGwC,DAvid Aaker,Strategic market management,2023,5751
0mVXoxYAAAAJ:TQgYirikUcIC,DAvid Aaker,Brand leadership,2012,5448
0mVXoxYAAAAJ:B3FOqHPlNUQC,DAvid Aaker,Advertising management,2006,3063
0mVXoxYAAAAJ:abG-DnoFyZgC,DAvid Aaker,The effects of sequential introduction of brand extensions,1992,2542
OOQN8kgAAAAJ:MtS25d97-7AC,Mak,Immunologic Self-Tolerance Maintained by Cd25+Cd4+Regulatory T Cells Constitutively Expressing Cytotoxic T Lymphocyte–Associated Antigen 4,2000,2891
OOQN8kgAAAAJ:_WP0DvM6eX8C,Mak,Caspase functions in cell death and disease,2013,2531
OOQN8kgAAAAJ:BW2nPTmhBn4C,Mak,TNF and ROS crosstalk in inflammation,2016,884
OOQN8kgAAAAJ:121WXH0ir18C,Mak,Conservation of the Notch signalling pathway in mammalian neurogenesis,1997,803
OOQN8kgAAAAJ:tsQ8sfJ2mf4C,Mak,Hepatocyte-specific Pten deficiency results in steatohepatitis and hepatocellular carcinomas,2004,797
OOQN8kgAAAAJ:UarirCmVI0EC,Mak,"Noncanonical NF-κB activation requires coordinated assembly of a regulatory complex of the adaptors cIAP1, cIAP2, TRAF2 and TRAF3 and the kinase NIK",2008,730
OOQN8kgAAAAJ:_axFR9aDTf0C,Mak,T cell-specific loss of Pten leads to defects in central and peripheral tolerance,2001,703
OOQN8kgAAAAJ:AvfA0Oy_GE0C,Mak,"DJ-1, a novel regulator of the tumor suppressor PTEN",2005,669
OOQN8kgAAAAJ:kzcrU_BdoSEC,Mak,Rearrangement of antigen receptor genes is defective in mice with severe combined immune deficiency,1986,660
OOQN8kgAAAAJ:dfsIfKJdRG4C,Mak,Requirement for Casper (c-FLIP) in regulation of death receptor–induced apoptosis and embryonic development,2000,654
-uo0qGIAAAAJ:u5HHmVD_uO8C,Chao Zhang,Clinical efficacy of a RAF inhibitor needs broad target blockade in BRAF-mutant melanoma,2010,2003
-uo0qGIAAAAJ:u-x6o8ySG0sC,Chao Zhang,RAF inhibitors transactivate RAF dimers and ERK signalling in cells with wild-type BRAF,2010,1988
-uo0qGIAAAAJ:9yKSN-GCB0IC,Chao Zhang,IRE1 signaling affects cell fate during the unfolded protein response,2007,1582
-uo0qGIAAAAJ:d1gkVwhDpl0C,Chao Zhang,Discovery of a selective inhibitor of oncogenic B-Raf kinase with potent antimelanoma activity,2008,1578
-uo0qGIAAAAJ:2osOgNQ5qMEC,Chao Zhang,RAS Mutations in Cutaneous Squamous-Cell Carcinomas in Patients Treated with BRAF Inhibitors,2012,1191
-uo0qGIAAAAJ:8k81kl-MbHgC,Chao Zhang,Vemurafenib: the first drug approved for BRAF-mutant cancer,2012,905
-uo0qGIAAAAJ:vLQLSqXM-2MC,Chao Zhang,Quantifying hot carrier and thermal contributions in plasmonic photocatalysis,2018,832
-uo0qGIAAAAJ:UeHWp8X0CEIC,Chao Zhang,The unfolded protein response signals through high-order assembly of Ire1,2009,753
-uo0qGIAAAAJ:Wp0gIr-vW9MC,Chao Zhang,Rapid self-healing hydrogels,2012,721
-uo0qGIAAAAJ:qjMakFHDy7sC,Chao Zhang,"Structural bioinformatics-based design of selective, irreversible kinase inhibitors",2005,713
