ss_venue_id,name,issn,url
8775599f-4f9a-45f0-900e-7f4de68e6843,Sustainability,2071-1050,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-172127
5f1a9589-2f0c-4307-83ab-178a8c84be3e,Clinical Gastroenterology and Hepatology,1542-3565,http://www.us.elsevierhealth.com/product.jsp?isbn=15423565
2f5d0e8a-faad-4f10-b323-2b2e3c439a78,Lecture Notes in Computer Science,0302-9743,http://www.springer.com/lncs
e04cd820-e666-4aec-80a9-289e7f095733,Cartography and Geographic Information Science,1523-0406,http://www.tandfonline.com/loi/tcag20
4e5cb97d-ea4b-4096-a3a7-7e57677a366d,IEEE Transactions on Learning Technologies,1939-1382,https://www.computer.org/web/tlt/about-tlt
895529d4-e124-4926-838e-bab9cb0d4701,EAI Endorsed Transactions on Creative Technologies,2409-9708,http://eai.eu/transaction/creative-technologies
bf2f9688-933d-44b9-9cd5-c738ddf60c56,Studies in Computational Intelligence,1860-949X,https://www.springer.com/series/7092
c95d5b60-5717-43ec-a9ad-f7b18862ef8a,In Vivo,0258-851X,http://iv.iiarjournals.org/
6401bb05-050b-4beb-8824-066cb2938eb4,Mathematical Problems in Engineering,1024-123X,http://www.gbhap-us.com/journals/238/238-top.htm
6b6df2de-21bc-4137-9859-3fcef46f6a21,Mobile Information Systems,1574-017X,https://www.hindawi.com/journals/misy/
2633f5b2-c15c-49fe-80f5-07523e770c26,IEEE Access,2169-3536,http://www.ieee.org/publications_standards/publications/ieee_access.html
70aa14b8-c485-4b6c-ab69-799f622cbe19,JAMA Surgery,2168-6254,http://archsurg.jamanetwork.com/journal.aspx
26f21955-5e05-46af-a966-3097b385c805,Journal of Consumer Research,0093-5301,http://www.ejcr.org/
84b5285d-c8cc-4369-aa08-e2f1782055d1,Discover Internet of Things,2730-7239,https://www.springer.com/journal/43926
159fd374-26d0-4834-b50f-c353928fd782,Robotica (Cambridge. Print),0263-5747,https://www.cambridge.org/core/journals/robotica
531fa875-02df-4735-b2d4-7a32dcde4c90,International Journal of Business Innovation and Research,1751-0252,http://www.inderscience.com/browse/index.php?journalCODE=ijbir
edca5c48-a677-4e5a-b06b-1941e6b9bae6,International Journal of Electrical Electronics and Computers,2456-2319,http://eecjournal.com/
1c33551e-10c3-4d44-84d5-3be94805ee3e,Journal of Advanced Transportation,0197-6729,https://www.hindawi.com/journals/jat/
b5817d31-618f-4849-a683-985e91779984,Journal of Archaeological Method and Theory,1072-5369,http://www.kluweronline.com/issn/1072-5369/contents
a813b277-df42-4d8e-ae84-05149602d879,Current Cardiovascular Imaging Reports,1941-9074,https://link.springer.com/journal/12410
89097a03-8be6-4e2d-ae2c-a6df64c77a06,Frontiers in Psychology,1664-1078,http://www.frontiersin.org/Cultural_Psychology
1cd505d9-195d-4f99-b91c-169e872644d4,Energies,1996-1073,http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-155563
